sample,haplotype,file_location,annotation_type,reference
NA21309,paternal,s3://human-pangenomics/working/HPRC_PLUS/NA21309/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/NA21309.pat.trf.bed.gz,TRF,
CHM13,-,s3://human-pangenomics/working/HPRC_PLUS/CHM13/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/CHM13.chm13.gff3.gz,CAT_genes_chm13,chm13
HG00438,paternal,s3://human-pangenomics/working/HPRC/HG00438/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00438.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG00438,maternal,s3://human-pangenomics/working/HPRC/HG00438/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00438.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG00621,paternal,s3://human-pangenomics/working/HPRC/HG00621/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00621.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG00621,maternal,s3://human-pangenomics/working/HPRC/HG00621/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00621.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG00673,paternal,s3://human-pangenomics/working/HPRC/HG00673/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00673.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG00673,maternal,s3://human-pangenomics/working/HPRC/HG00673/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00673.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG00733,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00733.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG00733,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00733.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG00735,paternal,s3://human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00735.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG00735,maternal,s3://human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00735.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG00741,paternal,s3://human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00741.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG00741,maternal,s3://human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00741.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01071,paternal,s3://human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01071.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01071,maternal,s3://human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01071.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01106,paternal,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01106.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01106,maternal,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01106.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01109,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01109.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01109,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01109.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01123,paternal,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01123.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01123,maternal,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01123.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01175,paternal,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01175.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01175,maternal,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01175.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01243,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01243.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01243,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01243.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01258,paternal,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01258.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01258,maternal,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01258.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01358,paternal,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01358.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01358,maternal,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01358.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01361,paternal,s3://human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01361.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01361,maternal,s3://human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01361.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01891,paternal,s3://human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01891.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01891,maternal,s3://human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01891.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01928,paternal,s3://human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01928.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01928,maternal,s3://human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01928.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01952,paternal,s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01952.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01952,maternal,s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01952.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01978,paternal,s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01978.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG01978,maternal,s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01978.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02055,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02055.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02055,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02055.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02080,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02080/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02080.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02080,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02080/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02080.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02109,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02109/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02109.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02109,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02109/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02109.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02145,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02145/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02145.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02145,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02145/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02145.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02148,paternal,s3://human-pangenomics/working/HPRC/HG02148/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02148.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02148,maternal,s3://human-pangenomics/working/HPRC/HG02148/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02148.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02257,paternal,s3://human-pangenomics/working/HPRC/HG02257/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02257.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02257,maternal,s3://human-pangenomics/working/HPRC/HG02257/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02257.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02486,paternal,s3://human-pangenomics/working/HPRC/HG02486/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02486.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02486,maternal,s3://human-pangenomics/working/HPRC/HG02486/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02486.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02559,paternal,s3://human-pangenomics/working/HPRC/HG02559/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02559.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02559,maternal,s3://human-pangenomics/working/HPRC/HG02559/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02559.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02572,paternal,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02572.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02572,maternal,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02572.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02622,paternal,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02622.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02622,maternal,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02622.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02630,paternal,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02630.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02630,maternal,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02630.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02717,paternal,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02717.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02717,maternal,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02717.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02723,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02723.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02723,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02723.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02818,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02818.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02818,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02818.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02886,paternal,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02886.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG02886,maternal,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02886.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG03098,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG03098/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03098.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG03098,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG03098/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03098.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG03453,paternal,s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03453.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG03453,maternal,s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03453.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG03486,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG03486/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03486.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG03486,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG03486/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03486.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG03492,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG03492/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03492.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG03492,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG03492/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03492.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG03516,paternal,s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03516.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG03516,maternal,s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03516.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG03540,paternal,s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03540.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG03540,maternal,s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03540.2.chm13.gff3.gz,CAT_genes_chm13,chm13
HG03579,paternal,s3://human-pangenomics/working/HPRC/HG03579/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03579.1.chm13.gff3.gz,CAT_genes_chm13,chm13
HG03579,maternal,s3://human-pangenomics/working/HPRC/HG03579/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03579.2.chm13.gff3.gz,CAT_genes_chm13,chm13
NA18906,paternal,s3://human-pangenomics/working/HPRC_PLUS/NA18906/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/NA18906.1.chm13.gff3.gz,CAT_genes_chm13,chm13
NA18906,maternal,s3://human-pangenomics/working/HPRC_PLUS/NA18906/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/NA18906.2.chm13.gff3.gz,CAT_genes_chm13,chm13
NA20129,paternal,s3://human-pangenomics/working/HPRC_PLUS/NA20129/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/NA20129.1.chm13.gff3.gz,CAT_genes_chm13,chm13
NA20129,maternal,s3://human-pangenomics/working/HPRC_PLUS/NA20129/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/NA20129.2.chm13.gff3.gz,CAT_genes_chm13,chm13
NA21309,paternal,s3://human-pangenomics/working/HPRC_PLUS/NA21309/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/NA21309.1.chm13.gff3.gz,CAT_genes_chm13,chm13
NA21309,maternal,s3://human-pangenomics/working/HPRC_PLUS/NA21309/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/NA21309.2.chm13.gff3.gz,CAT_genes_chm13,chm13
CHM13,-,s3://human-pangenomics/working/HPRC_PLUS/CHM13/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/CHM13.hg38.gff3.gz,CAT_genes_hg38,hg38
HG00438,paternal,s3://human-pangenomics/working/HPRC/HG00438/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00438.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG00438,maternal,s3://human-pangenomics/working/HPRC/HG00438/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00438.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG00621,paternal,s3://human-pangenomics/working/HPRC/HG00621/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00621.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG00621,maternal,s3://human-pangenomics/working/HPRC/HG00621/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00621.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG00673,paternal,s3://human-pangenomics/working/HPRC/HG00673/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00673.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG00673,maternal,s3://human-pangenomics/working/HPRC/HG00673/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00673.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG00733,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00733.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG00733,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00733.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG00735,paternal,s3://human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00735.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG00735,maternal,s3://human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00735.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG00741,paternal,s3://human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00741.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG00741,maternal,s3://human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG00741.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01071,paternal,s3://human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01071.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01071,maternal,s3://human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01071.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01106,paternal,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01106.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01106,maternal,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01106.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01109,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01109.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01109,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01109.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01123,paternal,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01123.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01123,maternal,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01123.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01175,paternal,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01175.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01175,maternal,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01175.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01243,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01243.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01243,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01243.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01258,paternal,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01258.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01258,maternal,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01258.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01358,paternal,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01358.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01358,maternal,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01358.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01361,paternal,s3://human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01361.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01361,maternal,s3://human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01361.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01891,paternal,s3://human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01891.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01891,maternal,s3://human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01891.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01928,paternal,s3://human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01928.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01928,maternal,s3://human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01928.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01952,paternal,s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01952.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01952,maternal,s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01952.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01978,paternal,s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01978.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG01978,maternal,s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01978.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG02055,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02055.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG02055,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02055.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG02080,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02080/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02080.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG02080,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02080/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02080.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG02109,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02109/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02109.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG02109,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02109/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02109.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG02145,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02145/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02145.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG02145,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02145/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02145.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG02148,paternal,s3://human-pangenomics/working/HPRC/HG02148/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02148.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG02148,maternal,s3://human-pangenomics/working/HPRC/HG02148/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02148.2.hg38.gff3.gz,CAT_genes_hg38,hg38
HG02257,paternal,s3://human-pangenomics/working/HPRC/HG02257/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02257.1.hg38.gff3.gz,CAT_genes_hg38,hg38
HG02257,maternal,s3://human-pangenomics/working/HPRC/HG02257/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02257.2.hg38.gff3.gz,CAT_genes_hg38,hg38
