design_description	size_selection	basecaller_model	library_strategy	total_reads	Gb	library_ID	basecaller_version	notes	filetype	ccs_algorithm	quartile_25	ntsm_score	DeepConsensus_version	path	filename	library_selection	shear_method	polymerase_version	500kb+	seq_kit	biosample_accession	max	total_Gbp	seq_plate_chemistry_version	library_layout	generator_facility	N50	200kb+	coverage	mean	N25	total_bp	400kb+	sample_ID	sample	read_N50	1Mb+	data_type	study	N75	min	quartile_50	platform	instrument_model	quartile_75	whales	100kb+	300kb+	library_source	basecaller	generator_contact	result	accession	Sample	Accession	familyID	Subpopulation	Superpopulation	Production Year
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	92.24	02_17_22_R941_HG01074_2	6.5.7	N/A	bam	N/A	N/A	0.370613	N/A	s3://human-pangenomics/working/HPRC/HG01074/raw_data/nanopore/guppy_6/02_17_22_R941_HG01074_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	02_17_22_R941_HG01074_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.11	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	3.4	27.95	N/A	N/A	N/A	0.25	HG01074	HG01074	90778.0	0.01	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	22.0	12.64	0.79	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01074	SAMN33758782	PR18	PUR	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	77.56	02_17_22_R941_HG01074_3	6.5.7	N/A	bam	N/A	N/A	0.404218	N/A	s3://human-pangenomics/working/HPRC/HG01074/raw_data/nanopore/guppy_6/02_17_22_R941_HG01074_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	02_17_22_R941_HG01074_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.06	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.71	23.5	N/A	N/A	N/A	0.17	HG01074	HG01074	89548.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	6.0	10.44	0.58	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01074	SAMN33758782	PR18	PUR	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	101.69	03_01_22_R941_HG00639_1	6.5.7	N/A	bam	N/A	N/A	0.338452	N/A	s3://human-pangenomics/working/HPRC/HG00639/raw_data/nanopore/guppy_6/03_01_22_R941_HG00639_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG00639_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.03	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	3.21	30.82	N/A	N/A	N/A	0.1	HG00639	HG00639	88735.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	4.0	13.5	0.55	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG00639	SAMN33758781	PR03	PUR	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	97.09	03_01_22_R941_HG00639_2	6.5.7	N/A	bam	N/A	N/A	0.347786	N/A	s3://human-pangenomics/working/HPRC/HG00639/raw_data/nanopore/guppy_6/03_01_22_R941_HG00639_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG00639_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.02	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	3.0	29.42	N/A	N/A	N/A	0.09	HG00639	HG00639	88325.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	12.8	0.54	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG00639	SAMN33758781	PR03	PUR	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	84.25	03_01_22_R941_HG00639_3	6.5.7	N/A	bam	N/A	N/A	0.345697	N/A	s3://human-pangenomics/working/HPRC/HG00639/raw_data/nanopore/guppy_6/03_01_22_R941_HG00639_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG00639_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.02	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.69	25.53	N/A	N/A	N/A	0.09	HG00639	HG00639	88377.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	3.0	11.14	0.48	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG00639	SAMN33758781	PR03	PUR	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	44.57	03_01_22_R941_HG01081_1	6.5.7	N/A	bam	N/A	N/A	0.419744	N/A	s3://human-pangenomics/working/HPRC/HG01081/raw_data/nanopore/guppy_6/03_01_22_R941_HG01081_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG01081_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	1.26	13.51	N/A	N/A	N/A	0.03	HG01081	HG01081	82757.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	5.51	0.2	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01081	SAMN33758783	PR21	PUR	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	93.45	03_01_22_R941_HG01081_2	6.5.7	N/A	bam	N/A	N/A	0.354066	N/A	s3://human-pangenomics/working/HPRC/HG01081/raw_data/nanopore/guppy_6/03_01_22_R941_HG01081_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG01081_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.02	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.38	28.32	N/A	N/A	N/A	0.06	HG01081	HG01081	79502.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	11.0	0.37	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01081	SAMN33758783	PR21	PUR	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	94.66	03_01_22_R941_HG01081_3	6.5.7	N/A	bam	N/A	N/A	0.345031	N/A	s3://human-pangenomics/working/HPRC/HG01081/raw_data/nanopore/guppy_6/03_01_22_R941_HG01081_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG01081_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.02	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.55	28.68	N/A	N/A	N/A	0.07	HG01081	HG01081	81570.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	2.0	11.47	0.4	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01081	SAMN33758783	PR21	PUR	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	99.55	03_01_22_R941_HG01081_4	6.5.7	N/A	bam	N/A	N/A	0.364588	N/A	s3://human-pangenomics/working/HPRC/HG01081/raw_data/nanopore/guppy_6/03_01_22_R941_HG01081_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG01081_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.02	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.68	30.17	N/A	N/A	N/A	0.07	HG01081	HG01081	83915.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	12.42	0.39	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01081	SAMN33758783	PR21	PUR	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	97.29	03_01_22_R941_HG01150_1	6.5.7	N/A	bam	N/A	N/A	0.340795	N/A	s3://human-pangenomics/working/HPRC/HG01150/raw_data/nanopore/guppy_6/03_01_22_R941_HG01150_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG01150_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.02	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	3.92	29.48	N/A	N/A	N/A	0.14	HG01150	HG01150	92449.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	13.6	0.84	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01150	SAMN37797097	CLM12	CLM	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	92.38	03_01_22_R941_HG01150_2	6.5.7	N/A	bam	N/A	N/A	0.357692	N/A	s3://human-pangenomics/working/HPRC/HG01150/raw_data/nanopore/guppy_6/03_01_22_R941_HG01150_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG01150_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.02	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	3.1	27.99	N/A	N/A	N/A	0.1	HG01150	HG01150	85044.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	11.79	0.62	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01150	SAMN37797097	CLM12	CLM	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	88.26	03_01_22_R941_HG01150_3	6.5.7	N/A	bam	N/A	N/A	0.318516	N/A	s3://human-pangenomics/working/HPRC/HG01150/raw_data/nanopore/guppy_6/03_01_22_R941_HG01150_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG01150_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.02	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	3.36	26.75	N/A	N/A	N/A	0.13	HG01150	HG01150	89619.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	11.94	0.73	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01150	SAMN37797097	CLM12	CLM	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	92.0	03_01_22_R941_HG01940_1	6.5.7	N/A	bam	N/A	N/A	0.329193	N/A	s3://human-pangenomics/working/HPRC/HG01940/raw_data/nanopore/guppy_6/03_01_22_R941_HG01940_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG01940_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.06	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	3.05	27.88	N/A	N/A	N/A	0.18	HG01940	HG01940	87902.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	5.0	12.13	0.66	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01940	SAMN37797101	PEL015	PEL	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	85.7	03_01_22_R941_HG01940_2	6.5.7	N/A	bam	N/A	N/A	0.332433	N/A	s3://human-pangenomics/working/HPRC/HG01940/raw_data/nanopore/guppy_6/03_01_22_R941_HG01940_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG01940_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.05	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.7	25.97	N/A	N/A	N/A	0.15	HG01940	HG01940	86686.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	3.0	11.09	0.57	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01940	SAMN37797101	PEL015	PEL	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	71.28	03_01_22_R941_HG01940_3	6.5.7	N/A	bam	N/A	N/A	0.311553	N/A	s3://human-pangenomics/working/HPRC/HG01940/raw_data/nanopore/guppy_6/03_01_22_R941_HG01940_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG01940_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.04	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.2	21.6	N/A	N/A	N/A	0.12	HG01940	HG01940	84815.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	9.03	0.47	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01940	SAMN37797101	PEL015	PEL	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	45.78	03_01_22_R941_HG01969_1	6.5.7	N/A	bam	N/A	N/A	0.384367	N/A	s3://human-pangenomics/working/HPRC/HG01969/raw_data/nanopore/guppy_6/03_01_22_R941_HG01969_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG01969_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.02	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	1.58	13.87	N/A	N/A	N/A	0.07	HG01969	HG01969	89548.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	2.0	6.16	0.33	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01969	SAMN37797103	PEL023	PEL	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	91.24	03_01_22_R941_HG01969_2	6.5.7	N/A	bam	N/A	N/A	0.335214	N/A	s3://human-pangenomics/working/HPRC/HG01969/raw_data/nanopore/guppy_6/03_01_22_R941_HG01969_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG01969_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.03	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	3.24	27.65	N/A	N/A	N/A	0.14	HG01969	HG01969	90251.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	12.38	0.68	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01969	SAMN37797103	PEL023	PEL	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	61.72	03_01_22_R941_HG01969_3	6.5.7	N/A	bam	N/A	N/A	0.362328	N/A	s3://human-pangenomics/working/HPRC/HG01969/raw_data/nanopore/guppy_6/03_01_22_R941_HG01969_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG01969_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.03	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.18	18.7	N/A	N/A	N/A	0.11	HG01969	HG01969	88378.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	3.0	8.2	0.49	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01969	SAMN37797103	PEL023	PEL	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	80.42	03_01_22_R941_HG03017_1	6.5.7	N/A	bam	N/A	N/A	0.338232	N/A	s3://human-pangenomics/working/HPRC/HG03017/raw_data/nanopore/guppy_6/03_01_22_R941_HG03017_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG03017_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.02	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.74	24.37	N/A	N/A	N/A	0.09	HG03017	HG03017	86206.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	10.45	0.52	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG03017	SAMN33758789	PK35	PJL	SAS	YR3
N/A	N/A	N/A	N/A	N/A	99.17	03_01_22_R941_HG03017_2	N/A	N/A	N/A	N/A	N/A	0.350232	N/A	s3://human-pangenomics/working/HPRC/HG03017/raw_data/nanopore/guppy_6/03_01_22_R941_HG03017_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG03017_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	N/A	N/A	N/A	0.03	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.68	30.05	N/A	N/A	N/A	0.12	HG03017	HG03017	89100.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.0	13.36	0.74	N/A	N/A	N/A	Similar	N/A	HG03017	SAMN33758789	PK35	PJL	SAS	YR3
N/A	N/A	N/A	N/A	N/A	76.92	03_01_22_R941_HG03017_3	N/A	N/A	N/A	N/A	N/A	0.310042	N/A	s3://human-pangenomics/working/HPRC/HG03017/raw_data/nanopore/guppy_6/03_01_22_R941_HG03017_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	03_01_22_R941_HG03017_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	N/A	N/A	N/A	0.02	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.81	23.31	N/A	N/A	N/A	0.09	HG03017	HG03017	88874.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.0	10.33	0.54	N/A	N/A	N/A	Similar	N/A	HG03017	SAMN33758789	PK35	PJL	SAS	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	69.07	04_12_22_R941_HG02273_1	6.5.7	N/A	bam	N/A	N/A	0.306329	N/A	s3://human-pangenomics/working/HPRC/HG02273/raw_data/nanopore/guppy_6/04_12_22_R941_HG02273_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	04_12_22_R941_HG02273_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.18	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.94	20.93	N/A	N/A	N/A	0.36	HG02273	HG02273	91973.0	0.02	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	50.0	9.62	0.91	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02273	SAMN33621953	PEL46	PEL	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	84.0	04_12_22_R941_HG02273_2	6.5.7	N/A	bam	N/A	N/A	0.336303	N/A	s3://human-pangenomics/working/HPRC/HG02273/raw_data/nanopore/guppy_6/04_12_22_R941_HG02273_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	04_12_22_R941_HG02273_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.14	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	3.12	25.46	N/A	N/A	N/A	0.31	HG02273	HG02273	87115.0	0.01	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	21.0	11.0	0.88	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02273	SAMN33621953	PEL46	PEL	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	71.3	04_12_22_R941_HG02273_3	6.5.7	N/A	bam	N/A	N/A	0.322979	N/A	s3://human-pangenomics/working/HPRC/HG02273/raw_data/nanopore/guppy_6/04_12_22_R941_HG02273_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	04_12_22_R941_HG02273_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.14	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.96	21.61	N/A	N/A	N/A	0.31	HG02273	HG02273	92212.0	0.01	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	26.0	9.93	0.86	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02273	SAMN33621953	PEL46	PEL	AMR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	66.34	04_12_22_R941_HG02965_1	6.5.7	N/A	bam	N/A	N/A	0.348437	N/A	s3://human-pangenomics/working/HPRC/HG02965/raw_data/nanopore/guppy_6/04_12_22_R941_HG02965_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	04_12_22_R941_HG02965_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.06	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	3.31	20.1	N/A	N/A	N/A	0.22	HG02965	HG02965	98065.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	2.0	9.87	0.91	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02965	SAMN33621954	NG20	ESN	AFR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	81.02	04_12_22_R941_HG02965_2	6.5.7	N/A	bam	N/A	N/A	0.337004	N/A	s3://human-pangenomics/working/HPRC/HG02965/raw_data/nanopore/guppy_6/04_12_22_R941_HG02965_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	04_12_22_R941_HG02965_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.08	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	4.59	24.55	N/A	N/A	N/A	0.34	HG02965	HG02965	105322.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	12.88	1.32	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02965	SAMN33621954	NG20	ESN	AFR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	69.09	04_12_22_R941_HG02965_3	6.5.7	N/A	bam	N/A	N/A	0.358389	N/A	s3://human-pangenomics/working/HPRC/HG02965/raw_data/nanopore/guppy_6/04_12_22_R941_HG02965_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	04_12_22_R941_HG02965_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.07	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	3.93	20.94	N/A	N/A	N/A	0.3	HG02965	HG02965	104882.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	3.0	10.94	1.14	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02965	SAMN33621954	NG20	ESN	AFR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	67.21	04_12_22_R941_HG02976_1	6.5.7	N/A	bam	N/A	N/A	0.368315	N/A	s3://human-pangenomics/working/HPRC/HG02976/raw_data/nanopore/guppy_6/04_12_22_R941_HG02976_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	04_12_22_R941_HG02976_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.06	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.13	20.37	N/A	N/A	N/A	0.14	HG02976	HG02976	82006.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	11.0	8.3	0.48	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02976	SAMN33621955	NG24	ESN	AFR	YR3
