100kb+,1Mb+,200kb+,300kb+,400kb+,500kb+,DeepConsensus_version,MM_remove,MM_review,MM_tag,N25,N50,N75,accession,barcode,basecaller,basecaller_model,basecaller_version,basecalling_version,bioproject_accession,biosample_accession,ccs_algorithm,cell_type,check-flnc reads,coverage,data_type,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,design_description,filename,filetype,generator_contact,generator_facility,instrument_model,iso_filename,iso_library_id,jasmine_version,library_ID,library_layout,library_selection,library_source,library_strategy,lima_float_version,lima_version,max,mean,min,notes,ntsm_score,path,pbtrim_version,platform,platform_unit_1,platform_unit_2,polymerase_version,pool,primrose_filename,production,quartile_25,quartile_50,quartile_75,read_N50,refine_version,sample_ID,seq_kit,seq_plate_chemistry_version,sequencing_chemistry,shear_method,similarity,size_selection,study,title,total_Gbp,total_bp,total_reads,whales,ChildID,N,Sex,Subpopulation,Superpopulation,Production Year,file_size
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613606,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267378,N/A,N/A,N/A,6.67,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00642-33b-1_S9_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00642-33b-1-1_S9_L002_R1_001-1_S9_L002_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.512407,s3://human-pangenomics/working/HPRC/HG00642/raw_data/hic/HG00642-33b-1_S9_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00642,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,20.69,20688069145.0,N/A,N/A,HG00642,PR04,male,PUR,AMR,YR2,12111363900
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613873,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267378,N/A,N/A,N/A,6.67,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00642-33b-1_S9_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00642-33b-1-1_S9_L003_R1_001-1_S9_L003_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.478242,s3://human-pangenomics/working/HPRC/HG00642/raw_data/hic/HG00642-33b-1_S9_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00642,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,20.68,20676101807.0,N/A,N/A,HG00642,PR04,male,PUR,AMR,YR2,12123663372
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613860,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267378,N/A,N/A,N/A,6.53,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00642-33b-1_S9_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00642-33b-1-1_S9_L004_R1_001-1_S9_L004_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.463337,s3://human-pangenomics/working/HPRC/HG00642/raw_data/hic/HG00642-33b-1_S9_L004_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00642,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,20.23,20231917492.0,N/A,N/A,HG00642,PR04,male,PUR,AMR,YR2,11961628043
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613753,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267378,N/A,N/A,N/A,5.98,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00642-33b-2_S10_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00642-33b-2-2_S10_L001_R1_001-2_S10_L001_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.488832,s3://human-pangenomics/working/HPRC/HG00642/raw_data/hic/HG00642-33b-2_S10_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00642,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,18.55,18552268209.0,N/A,N/A,HG00642,PR04,male,PUR,AMR,YR2,10826142052
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613744,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267378,N/A,N/A,N/A,5.86,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00642-33b-2_S10_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00642-33b-2-2_S10_L002_R1_001-2_S10_L002_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.500443,s3://human-pangenomics/working/HPRC/HG00642/raw_data/hic/HG00642-33b-2_S10_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00642,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,18.17,18169055248.0,N/A,N/A,HG00642,PR04,male,PUR,AMR,YR2,10670228573
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613694,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267378,N/A,N/A,N/A,5.87,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00642-33b-2_S10_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00642-33b-2-2_S10_L003_R1_001-2_S10_L003_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.494904,s3://human-pangenomics/working/HPRC/HG00642/raw_data/hic/HG00642-33b-2_S10_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00642,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,18.2,18199440590.0,N/A,N/A,HG00642,PR04,male,PUR,AMR,YR2,10707695174
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613683,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267378,N/A,N/A,N/A,5.72,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00642-33b-2_S10_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00642-33b-2-2_S10_L004_R1_001-2_S10_L004_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.489863,s3://human-pangenomics/working/HPRC/HG00642/raw_data/hic/HG00642-33b-2_S10_L004_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00642,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,17.74,17742358903.0,N/A,N/A,HG00642,PR04,male,PUR,AMR,YR2,10522026345
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613600,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN37706905,N/A,N/A,N/A,10.83,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00706-30b-1_S7_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00706-30b-1-1_S7_L001_R1_001-1_S7_L001_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.504847,s3://human-pangenomics/working/HPRC/HG00706/raw_data/hic/HG00706-30b-1_S7_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00706,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,33.57,33571212335.0,N/A,N/A,HG00706,SH090,male,CHS,EAS,YR2,17209924387
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613586,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN37706905,N/A,N/A,N/A,10.1,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00706-30b-1_S7_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00706-30b-1-1_S7_L002_R1_001-1_S7_L002_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.496394,s3://human-pangenomics/working/HPRC/HG00706/raw_data/hic/HG00706-30b-1_S7_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00706,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,31.3,31295353877.0,N/A,N/A,HG00706,SH090,male,CHS,EAS,YR2,16024967457
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613671,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN37706905,N/A,N/A,N/A,9.9,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00706-30b-1_S7_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00706-30b-1-1_S7_L003_R1_001-1_S7_L003_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.46421,s3://human-pangenomics/working/HPRC/HG00706/raw_data/hic/HG00706-30b-1_S7_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00706,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,30.68,30677836995.0,N/A,N/A,HG00706,SH090,male,CHS,EAS,YR2,16041635117
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613844,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN37706905,N/A,N/A,N/A,10.86,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00706-30b-1_S7_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00706-30b-1-1_S7_L004_R1_001-1_S7_L004_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.479003,s3://human-pangenomics/working/HPRC/HG00706/raw_data/hic/HG00706-30b-1_S7_L004_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00706,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,33.66,33657736867.0,N/A,N/A,HG00706,SH090,male,CHS,EAS,YR2,17313773339
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613841,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN37706905,N/A,N/A,N/A,10.8,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00706-30b-2_S8_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00706-30b-2-2_S8_L001_R1_001-2_S8_L001_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.464912,s3://human-pangenomics/working/HPRC/HG00706/raw_data/hic/HG00706-30b-2_S8_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00706,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,33.49,33494020868.0,N/A,N/A,HG00706,SH090,male,CHS,EAS,YR2,17133397544
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613840,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN37706905,N/A,N/A,N/A,10.49,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00706-30b-2_S8_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00706-30b-2-2_S8_L002_R1_001-2_S8_L002_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.441177,s3://human-pangenomics/working/HPRC/HG00706/raw_data/hic/HG00706-30b-2_S8_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00706,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,32.51,32506555844.0,N/A,N/A,HG00706,SH090,male,CHS,EAS,YR2,16585573736
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613839,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN37706905,N/A,N/A,N/A,10.27,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00706-30b-2_S8_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00706-30b-2-2_S8_L003_R1_001-2_S8_L003_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.49911,s3://human-pangenomics/working/HPRC/HG00706/raw_data/hic/HG00706-30b-2_S8_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00706,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,31.84,31843782777.0,N/A,N/A,HG00706,SH090,male,CHS,EAS,YR2,16620169094
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613838,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN37706905,N/A,N/A,N/A,10.95,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00706-30b-2_S8_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00706-30b-2-2_S8_L004_R1_001-2_S8_L004_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.463297,s3://human-pangenomics/working/HPRC/HG00706/raw_data/hic/HG00706-30b-2_S8_L004_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00706,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,33.95,33950462941.0,N/A,N/A,HG00706,SH090,male,CHS,EAS,YR2,17419283563
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613836,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237493,N/A,N/A,N/A,5.93,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00738-27a-1_S5_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00738-27a-1-1_S5_L001_R1_001-1_S5_L001_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.523334,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-1_S5_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00738,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,18.37,18367769859.0,N/A,N/A,HG00738,PR07,male,PUR,AMR,YR2,9600783917
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613580,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237493,N/A,N/A,N/A,4.97,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00738-27a-1_S5_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00738-27a-1-1_S5_L002_R1_001-1_S5_L002_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.504746,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-1_S5_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00738,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,15.42,15415024940.0,N/A,N/A,HG00738,PR07,male,PUR,AMR,YR2,8050603063
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613835,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237493,N/A,N/A,N/A,4.94,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00738-27a-1_S5_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00738-27a-1-1_S5_L003_R1_001-1_S5_L003_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.541099,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-1_S5_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00738,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,15.33,15325726571.0,N/A,N/A,HG00738,PR07,male,PUR,AMR,YR2,8149005986
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613834,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237493,N/A,N/A,N/A,5.78,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00738-27a-1_S5_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00738-27a-1-1_S5_L004_R1_001-1_S5_L004_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.540128,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-1_S5_L004_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00738,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,17.92,17922615302.0,N/A,N/A,HG00738,PR07,male,PUR,AMR,YR2,9401903609
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613833,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237493,N/A,N/A,N/A,6.76,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00738-27a-2_S6_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00738-27a-2-2_S6_L001_R1_001-2_S6_L001_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.499276,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00738,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,20.97,20966714303.0,N/A,N/A,HG00738,PR07,male,PUR,AMR,YR2,10956050014
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613829,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237493,N/A,N/A,N/A,5.86,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00738-27a-2_S6_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00738-27a-2-2_S6_L002_R1_001-2_S6_L002_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.513316,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00738,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,18.18,18176641824.0,N/A,N/A,HG00738,PR07,male,PUR,AMR,YR2,9478192778
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613825,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237493,N/A,N/A,N/A,5.78,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00738-27a-2_S6_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00738-27a-2-2_S6_L003_R1_001-2_S6_L003_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.527902,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00738,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,17.93,17927564334.0,N/A,N/A,HG00738,PR07,male,PUR,AMR,YR2,9533164096
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613824,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237493,N/A,N/A,N/A,6.61,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG00738-27a-2_S6_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG00738-27a-2-2_S6_L004_R1_001-2_S6_L004_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.551244,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L004_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG00738,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,20.5,20501818761.0,N/A,N/A,HG00738,PR07,male,PUR,AMR,YR2,10753400748
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613670,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237494,N/A,N/A,N/A,14.3,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG01099-48d-1_S9_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG01099-48d-1-1_S9_L001_R1_001-1_S9_L001_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.446262,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-1_S9_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG01099,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,44.35,44345156707.0,N/A,N/A,HG01099,PR31,male,PUR,AMR,YR2,23074732916
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613669,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237494,N/A,N/A,N/A,14.27,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG01099-48d-1_S9_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG01099-48d-1-1_S9_L002_R1_001-1_S9_L002_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.475752,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-1_S9_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG01099,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,44.25,44250179223.0,N/A,N/A,HG01099,PR31,male,PUR,AMR,YR2,23046413780
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613667,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26237494,N/A,N/A,N/A,13.86,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG01099-48d-1_S9_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG01099-48d-1-1_S9_L003_R1_001-1_S9_L003_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.463932,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-1_S9_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG01099,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,42.97,42973424503.0,N/A,N/A,HG01099,PR31,male,PUR,AMR,YR2,22535304477
