sample_id,haplotype,assembly,fasta_sha256,release,phasing,assembly_method,assembly_method_version,assembly_date,assembly_name,source,genbank_accession,assembly_md5,assembly_fai,assembly_gzi,biosample_id,population_descriptor,population_abbreviation,trio_available,family_id,paternal_id,maternal_id,sex,tissue,collection,alternative_id,notes,file_size
HG02572,1,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/HG02572.paternal.f1_assembly_v2_genbank.fa.gz,54f2b02e3b367b534569eb83b0893109d63f6698510a762055ce8d26fa6c7ea4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861240,Gambian in Western Division Đ Mandinka,GWD,True,GB21,HG02570,HG02571,male,B-Lymphocyte,1000G,,,841808552
HG02622,2,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/HG02622.maternal.f1_assembly_v2_genbank.fa.gz,fe3d091c2a223bee155e40d46328410425a58f4971dbd7c32f28a3d393b9f533,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861664,Gambian in Western Division Đ Mandinka,GWD,True,GB31,HG02620,HG02621,female,B-Lymphocyte,1000G,,,878055408
HG02622,1,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/HG02622.paternal.f1_assembly_v2_genbank.fa.gz,b7168c3b978aaefba812b9ffba93239eba00c070e59df9820a4ee38ef084b356,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861664,Gambian in Western Division Đ Mandinka,GWD,True,GB31,HG02620,HG02621,female,B-Lymphocyte,1000G,,,876952146
HG02630,2,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/HG02630.maternal.f1_assembly_v2_genbank.fa.gz,b65d2f534ddbfedcac74c80932e25201b45dde2a2e9c6536ff35155073bc2a97,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861665,Gambian in Western Division Đ Mandinka,GWD,True,GB33,HG02628,HG02629,female,B-Lymphocyte,1000G,,,877522800
HG02630,1,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/HG02630.paternal.f1_assembly_v2_genbank.fa.gz,2f530c1a83ff1aa5e42711bf59af65bb1ef58038adce31edc50c4671a51fd1eb,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861665,Gambian in Western Division Đ Mandinka,GWD,True,GB33,HG02628,HG02629,female,B-Lymphocyte,1000G,,,878153059
HG02717,2,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/HG02717.maternal.f1_assembly_v2_genbank.fa.gz,90118c064532b848c572fb9050708c8d53ccce687633ceccc716dd488d840e68,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861666,Gambian in Western Division Đ Mandinka,GWD,True,GB50,HG02715,HG02716,male,B-Lymphocyte,1000G,,,874984111
HG02717,1,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/HG02717.paternal.f1_assembly_v2_genbank.fa.gz,6d7754c4c61594d5ea3aecf9cff9e916d17db4ec727634504160fb122af95473,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861666,Gambian in Western Division Đ Mandinka,GWD,True,GB50,HG02715,HG02716,male,B-Lymphocyte,1000G,,,842056508
HG02723,2,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/HG02723.maternal.f1_assembly_v2_genbank.fa.gz,0d144481c6e3049466cad75179aa2c93382a864642d245d3039e7e5d07955215,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN13958364,Gambian in Western Division Đ Mandinka,GWD,True,,HG02721,HG02722,female,B-Lymphocyte,1000G,,,873823084
HG02723,1,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/HG02723.paternal.f1_assembly_v2_genbank.fa.gz,ea86c3cb0e20f69e8f8afbe3608889b57956652883ecae0ac1095f73855c6fe4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN13958364,Gambian in Western Division Đ Mandinka,GWD,True,,HG02721,HG02722,female,B-Lymphocyte,1000G,,,877450714
HG02818,2,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/HG02818.maternal.f1_assembly_v2_genbank.fa.gz,d54ba5c3d724015704dcc360e96452cba167a37f8ecc9934bcea03fe01ce5e33,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN05603745,Gambian in Western Division Đ Mandinka,GWD,True,,HG02816,HG02817,female,B-Lymphocyte,1000G,,,875364813
HG02818,1,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/HG02818.paternal.f1_assembly_v2_genbank.fa.gz,dd994add4f69cca7ab224e4432687a7ab86db0521a8a722d9db2cd2baab51922,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN05603745,Gambian in Western Division Đ Mandinka,GWD,True,,HG02816,HG02817,female,B-Lymphocyte,1000G,,,873824286
HG02886,2,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/HG02886.maternal.f1_assembly_v2_genbank.fa.gz,d973517af237d330aa21c4493935aa553422333f4b341cfb1735f24bc9f877e7,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861667,Gambian in Western Division Đ Mandinka,GWD,True,GB89,HG02884,HG02885,female,B-Lymphocyte,1000G,,,880826190
HG02886,1,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/HG02886.paternal.f1_assembly_v2_genbank.fa.gz,52f153046228ef4a5638f069ed8f1fcbb9f1a147581e8c4c8ed66215703746e1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861667,Gambian in Western Division Đ Mandinka,GWD,True,GB89,HG02884,HG02885,female,B-Lymphocyte,1000G,,,878826190
HG03098,2,s3://human-pangenomics/working/HPRC_PLUS/HG03098/assemblies/year1_f1_assembly_v2_genbank/HG03098.maternal.f1_assembly_v2_genbank.fa.gz,853d1f3f3359d6499f1fb7a9a9c77654cda675a19fb117e5627d6ddf1f85cbc3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN13957944,Mende in Sierra Leone,MSL,True,,HG03096,HG03097,male,B-Lymphocyte,1000G,,,878085977
HG03098,1,s3://human-pangenomics/working/HPRC_PLUS/HG03098/assemblies/year1_f1_assembly_v2_genbank/HG03098.paternal.f1_assembly_v2_genbank.fa.gz,4d306c8e8a3f8e0eb1722badb09886d0dac401747c3406b004eb895698c3c10f,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN13957944,Mende in Sierra Leone,MSL,True,,HG03096,HG03097,male,B-Lymphocyte,1000G,,,840279055
HG03453,2,s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/HG03453.maternal.f1_assembly_v2_genbank.fa.gz,90270031da8ec5bfddf339a3eb7b37c8a5326adf6ecb51896f523e9bb4befc5c,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861668,Mende in Sierra Leone,MSL,True,SL50,HG03451,HG03452,female,B-Lymphocyte,1000G,,,878260657
HG03453,1,s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/HG03453.paternal.f1_assembly_v2_genbank.fa.gz,216654a6de2dcb85fe1c658c26106efc04b9980ac2fd76197f45bea1f4069ca1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861668,Mende in Sierra Leone,MSL,True,SL50,HG03451,HG03452,female,B-Lymphocyte,1000G,,,877532856
HG03486,2,s3://human-pangenomics/working/HPRC_PLUS/HG03486/assemblies/year1_f1_assembly_v2_genbank/HG03486.maternal.f1_assembly_v2_genbank.fa.gz,3c99085badabfff138857d5a7f17750ca2faaf72d6be21c113f60423f75d7861,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN08723473,Mende in Sierra Leone,MSL,True,,HG03484,HG03485,female,B-Lymphocyte,1000G,,,876780141
HG03486,1,s3://human-pangenomics/working/HPRC_PLUS/HG03486/assemblies/year1_f1_assembly_v2_genbank/HG03486.paternal.f1_assembly_v2_genbank.fa.gz,666e46977bb17f9311cf0ec147b884407b81711b68f8d46e3da7d273a8fe5a18,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN08723473,Mende in Sierra Leone,MSL,True,,HG03484,HG03485,female,B-Lymphocyte,1000G,,,877782359
HG03492,2,s3://human-pangenomics/working/HPRC_PLUS/HG03492/assemblies/year1_f1_assembly_v2_genbank/HG03492.maternal.f1_assembly_v2_genbank.fa.gz,65e038a0afc14b2d9fbc5c5cf1d99f77de324821a4b2d05fd3a7f90878496b18,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,873895270
HG03492,1,s3://human-pangenomics/working/HPRC_PLUS/HG03492/assemblies/year1_f1_assembly_v2_genbank/HG03492.paternal.f1_assembly_v2_genbank.fa.gz,ec35b2f88d4eee51ceea12cda6ccea9e41ed83576ba3c03318bf7c2aad98e0b7,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,839140671
HG03516,2,s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/HG03516.maternal.f1_assembly_v2_genbank.fa.gz,2111e2c19f255d1d4fff49acddfd26d88ff250eafed707d12fe762290b5083fe,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861241,Esan in Nigeria,ESN,True,NG107,HG03515,HG03514,female,B-Lymphocyte,1000G,,,876662271
HG03516,1,s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/HG03516.paternal.f1_assembly_v2_genbank.fa.gz,4af17c33a89bf46570b4baf731891183377f50adfe47ba62a46b10b05cf2b279,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861241,Esan in Nigeria,ESN,True,NG107,HG03515,HG03514,female,B-Lymphocyte,1000G,,,880345500
HG03540,2,s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/HG03540.maternal.f1_assembly_v2_genbank.fa.gz,d34b271a2d0a152367a88bb1cc44984c960c76440d514ab7c781825bca561bfa,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861670,Gambian in Western Division Đ Mandinka,GWD,True,GB125,HG03538,HG03539,female,B-Lymphocyte,1000G,,,877007269
HG03540,1,s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/HG03540.paternal.f1_assembly_v2_genbank.fa.gz,f54577e4ad56113fe88c20d0cf2b15270dee89a6be61b100500d576bc9592866,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861670,Gambian in Western Division Đ Mandinka,GWD,True,GB125,HG03538,HG03539,female,B-Lymphocyte,1000G,,,881131584
HG03579,2,s3://human-pangenomics/working/HPRC/HG03579/assemblies/year1_f1_assembly_v2_genbank/HG03579.maternal.f1_assembly_v2_genbank.fa.gz,3c7235b26eb89845ab264c83f7e6f2f1103152d186ed1c34108b320735d2d042,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861671,Mende in Sierra Leone,MSL,True,SL72,HG03577,HG03578,male,B-Lymphocyte,1000G,,,876276191
HG03579,1,s3://human-pangenomics/working/HPRC/HG03579/assemblies/year1_f1_assembly_v2_genbank/HG03579.paternal.f1_assembly_v2_genbank.fa.gz,4017846771e288f873e53783dfb28b29435f71f4afc82ee6678e646cc52495aa,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN17861671,Mende in Sierra Leone,MSL,True,SL72,HG03577,HG03578,male,B-Lymphocyte,1000G,,,842740339
NA18906,2,s3://human-pangenomics/working/HPRC_PLUS/NA18906/assemblies/year1_f1_assembly_v2_genbank/NA18906.maternal.f1_assembly_v2_genbank.fa.gz,1f5d8d95193fa1869b1b3c7142d4c7c4037f92002100c775e6fdc230b861721c,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN13957875,"Yoruba in Ibadan, Nigeria",YRI,True,,NA18877,NA18876,female,B-Lymphocyte,1000G,,,879888099
NA18906,1,s3://human-pangenomics/working/HPRC_PLUS/NA18906/assemblies/year1_f1_assembly_v2_genbank/NA18906.paternal.f1_assembly_v2_genbank.fa.gz,f25083f23e1f6c6c68b5ceeaddbae02d1f4d0ae6233333b58329532d6a99dbb4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN13957875,"Yoruba in Ibadan, Nigeria",YRI,True,,NA18877,NA18876,female,B-Lymphocyte,1000G,,,879638534
NA19240,2,s3://human-pangenomics/working/HPRC_PLUS/NA19240/assemblies/year1_f1_assembly_v2_genbank/NA19240.maternal.f1_assembly_v2_genbank.fa.gz,dc5e5c02889f12b1e435f8d8ba2d8615202e3ec049c5aff65976d2fa2771be10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN03838746,"Yoruba in Ibadan, Nigeria",YRI,True,,NA19239,NA19238,female,B-Lymphocyte,1000G,,,876664466
NA19240,1,s3://human-pangenomics/working/HPRC_PLUS/NA19240/assemblies/year1_f1_assembly_v2_genbank/NA19240.paternal.f1_assembly_v2_genbank.fa.gz,237410a658b58c03286ed6c9915c2f9e86fac6126240cbcd700a1615f1d0c932,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN03838746,"Yoruba in Ibadan, Nigeria",YRI,True,,NA19239,NA19238,female,B-Lymphocyte,1000G,,,877287652
NA20129,2,s3://human-pangenomics/working/HPRC_PLUS/NA20129/assemblies/year1_f1_assembly_v2_genbank/NA20129.maternal.f1_assembly_v2_genbank.fa.gz,55f0bdbf8cee4fcabd1cb17d87171ec00b991d09f4ad290313c584dd2b825231,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN13207712,African Ancestry in Southwest USA,ASW,True,,NA19920,NA19921,female,B-Lymphocyte,1000G,,,877450331
NA20129,1,s3://human-pangenomics/working/HPRC_PLUS/NA20129/assemblies/year1_f1_assembly_v2_genbank/NA20129.paternal.f1_assembly_v2_genbank.fa.gz,f65fc08dfd2576b62bab9578e03b5a9c06df32cb9ccba0e3f490d933cd4eab78,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN13207712,African Ancestry in Southwest USA,ASW,True,,NA19920,NA19921,female,B-Lymphocyte,1000G,,,875111661
NA21309,2,s3://human-pangenomics/working/HPRC_PLUS/NA21309/assemblies/year1_f1_assembly_v2_genbank/NA21309.maternal.f1_assembly_v2_genbank.fa.gz,215104789395396865d5d2e3e668991f4439a274a60cdf8f0f62ba19be079ecc,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN11308573,"Maasai in Kinyawa, Kenya",MKK,True,,NA21307,NA21308,female,B-Lymphocyte,HapMap,,,875092779
NA21309,1,s3://human-pangenomics/working/HPRC_PLUS/NA21309/assemblies/year1_f1_assembly_v2_genbank/NA21309.paternal.f1_assembly_v2_genbank.fa.gz,4106352f6a92ac6c6951435f94c5ca26b58e31d48fa0c3c856f8771d5341037c,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMN11308573,"Maasai in Kinyawa, Kenya",MKK,True,,NA21307,NA21308,female,B-Lymphocyte,HapMap,,,874539376
HG00408,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00408/assemblies/freeze_2/HG00408_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.7,2024-08,HG00408_pat_hprc_r2_v1.0.1,hprc,GCA_041900255.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00408/assemblies/freeze_2/HG00408_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00408/assemblies/freeze_2/HG00408_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00408/assemblies/freeze_2/HG00408_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN33621943,"Han Chinese South, China",CHS,True,SH002,HG00406,HG00407,female,B-Lymphocyte,1000G,,,903223381
HG00597,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00597/assemblies/freeze_2/HG00597_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.7,2024-08,HG00597_pat_hprc_r2_v1.0.1,hprc,GCA_041900365.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00597/assemblies/freeze_2/HG00597_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00597/assemblies/freeze_2/HG00597_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00597/assemblies/freeze_2/HG00597_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN33621944,"Han Chinese South, China",CHS,True,SH058,HG00595,HG00596,female,B-Lymphocyte,1000G,,,901192642
HG01192,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01192/assemblies/freeze_2/HG01192_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.7,2024-08,HG01192_pat_hprc_r2_v1.0.1,hprc,GCA_041900145.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01192/assemblies/freeze_2/HG01192_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01192/assemblies/freeze_2/HG01192_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01192/assemblies/freeze_2/HG01192_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN33621945,Puerto Rican in Puerto Rico,PUR,True,PR40,HG01190,HG01191,male,B-Lymphocyte,1000G,,,864426982
HG01261,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01261/assemblies/freeze_2/HG01261_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.7,2024-08,HG01261_pat_hprc_r2_v1.0.1,hprc,GCA_041900235.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01261/assemblies/freeze_2/HG01261_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01261/assemblies/freeze_2/HG01261_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01261/assemblies/freeze_2/HG01261_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN33621946,"Colombian in Medellin, Colombia",CLM,True,CLM17,HG01259,HG01260,male,B-Lymphocyte,1000G,,,864055693
HG02015,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02015/assemblies/freeze_2/HG02015_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.7,2024-08,HG02015_pat_hprc_r2_v1.0.1,hprc,GCA_041900165.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02015/assemblies/freeze_2/HG02015_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02015/assemblies/freeze_2/HG02015_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02015/assemblies/freeze_2/HG02015_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN33621948,"Kinh in Ho Chi Minh City, Vietnam",KHV,True,VN046,HG02017,HG02016,male,B-Lymphocyte,1000G,,,863063437
HG02056,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02056/assemblies/freeze_2/HG02056_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.7,2024-08,HG02056_pat_hprc_r2_v1.0.1,hprc,GCA_041900085.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02056/assemblies/freeze_2/HG02056_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02056/assemblies/freeze_2/HG02056_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02056/assemblies/freeze_2/HG02056_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN33621949,"Kinh in Ho Chi Minh City, Vietnam",KHV,True,VN060,HG02058,HG02057,male,B-Lymphocyte,1000G,,,867142685
HG02129,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02129/assemblies/freeze_2/HG02129_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.7,2024-08,HG02129_pat_hprc_r2_v1.0.1,hprc,GCA_041899985.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02129/assemblies/freeze_2/HG02129_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02129/assemblies/freeze_2/HG02129_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02129/assemblies/freeze_2/HG02129_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN33621950,"Kinh in Ho Chi Minh City, Vietnam",KHV,True,VN079,HG02131,HG02130,male,B-Lymphocyte,1000G,,,867710232
HG02258,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02258/assemblies/freeze_2/HG02258_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.7,2024-08,HG02258_pat_hprc_r2_v1.0.1,hprc,GCA_041899975.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02258/assemblies/freeze_2/HG02258_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02258/assemblies/freeze_2/HG02258_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02258/assemblies/freeze_2/HG02258_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN33621952,African Caribbean in Barbados,ACB,True,BB22,HG02314,HG02315,male,B-Lymphocyte,1000G,,,866789192
HG03834,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03834/assemblies/freeze_2/HG03834_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.7,2024-08,HG03834_pat_hprc_r2_v1.0.1,hprc,GCA_041899965.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03834/assemblies/freeze_2/HG03834_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03834/assemblies/freeze_2/HG03834_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03834/assemblies/freeze_2/HG03834_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN33621958,Bengali in Bangladesh,BEB,True,BD28,HG03833,HG03832,female,B-Lymphocyte,1000G,,,902498820
HG01975,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01975/assemblies/freeze_2/HG01975_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.7,2024-12,HG01975_pat_hprc_r2_v1.0.1,hprc,GCA_046000135.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01975/assemblies/freeze_2/HG01975_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01975/assemblies/freeze_2/HG01975_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01975/assemblies/freeze_2/HG01975_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN33621947,"Peruvian in Lima, Peru",PEL,True,PEL25,HG01974,HG01973,female,B-Lymphocyte,1000G,,,898918076
